案卷类型,案卷来源,市派单时间,案卷标题,问题详细描述,回复内容,问题分类,问题分类1,问题分类2,问题分类3,行业分类,行业名称(1),行业名称(2),行业名称(3),涉及问题(1),涉及问题(2),处理单位,企业名称,投诉/举报/投诉+举报/咨询建议
诉求,12315,2023-06-15 10:09:59,协调退费,市民反映，自己通过淘宝在丰台区丽泽桥盘子女人坊订购了艺术照，现在一直没有消费，所以想要退费，应该退还三千五百多元，故市民来电反映协调退费的问题。注：请及时向来电人反馈办理情况。,经核实，诉求人反映预付费拍摄艺术照，要求退费问题。依据《市场监督管理投诉举报处理暂行办法》第十四条，我局已受理，处理情况如下：执法人员于2023年6月15日16时06分与来电人核实，诉求人反映自己在顺和国际盘子女人坊购买3500元套餐，出现消费者权益保护纠纷，要求退费。执法人员现场核实丰台门店已于2021年12月31日闭店，且已于2022月6月7日完成注销手续（附企业系统截图、现场检查照片），目前已无法联系上企业，依据《市场监督管理投诉举报处理暂行办法》第二十一条相关规定，我局按规定终止调解，建议来电人向司法途径反映。以上情况已致电来电人告知处置情况，来电人知悉。,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,居民服务类+摄影服务,居民服务类,摄影服务,,其他市场管理类,售后服务,丰台所,北京盘子女人坊文化传播有限公司丰台区西三环南路分公司,投诉
诉求,12315,2023-05-17 16:21:31,协调退费问题“12315热线来电”,市民反映，名称：浩浩宠物铺子，注册地：丰台区阳光大道后门蔬果超市，自己通过拼多多花费200元左右购买了一只牧羊犬宠物，单号：230514306745199520004，自己收到货后发现不是牧羊犬，与实际购买的不一致，联系客服反映此事，与客沟通一个小时不予退款，来电反映协调退费问题。注：请及时向来电人反馈办理情况。,2023年5月18日09时22分，丰台区市场监督管理局玉泉营市场所执法人员第一时间联系来电人获取相关信息，第一拼多多被诉商家店铺未上传商家相关资质，告知来电人联系客诉，客诉均不提供商家资质；第二通过获取来电人订单详细记录确定商家发货地址在江苏省扬州市揽收单位名称：江苏风捷公司，包裹外包装显示丰台区阳光大道文化广场门的苏果超市，经查，丰台区并无此地址。依据国家市场监督管理总局令第20号《市场监督管理投诉举报处理暂行办法》第二十一条的规定，“有下列情形之一的，终止调解：（七）法律、法规、规章规定应当终止调解的其他情形。2023年5月18日16时15分，丰台区市场监督管理局玉泉营市场所执法人员已告知来电人向拼多多客诉继续联系获取商家资质，再向商家注册地址所在地区的相关部门反映问题，来电人表示知悉。,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,商品类+宠物、宠物用品类,商品类,宠物、宠物用品类,,其他市场管理类,售后服务,玉泉营所,浩浩宠物铺子,投诉
诉求,12345,2023-08-08 19:27:21,协调淘宝退费问题,"1、购买渠道：淘宝2、是否进行过消费纠纷调解：是3、平台或企业注册地址：丰台区马家堡东路121号院5号楼3层3154、消费内容：购买的衣服5、订单号：3362114990210781057,3361250376864781057。6、其具体诉求内容：自己在淘宝买了衣服花了226元，不喜欢退了回去，忘记填写了单号，商家实际上已经签收，但是没有给自己退费，来电反映协调淘宝退费问题。",针对反映问题，西罗园所执法人员联系商家了解了解情况，执法人员将相关订单号告知商家，商家表示将联系投诉人核实订单情况，后期将走退货流程。2023年8月11日执法人员联系投诉人告知相关情况，投诉人已知悉,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,商品类+服装、鞋帽,商品类,服装、鞋帽,,其他市场管理类,售后服务,西罗园所,/,投诉
诉求,微信服务号,2022-09-23 19:54:31,投诉物美购买牛肉粒问题#微信服务号#,工单来源：微信服务号，此工单内容为网民原文。============================本人通过饿了么平台在物美购买牛肉粒，食用后觉得口感不对，看配料表有猪肉，联系平台不给退货，给回民吃猪肉还拒绝退款，我要投诉饿了么平台客服小言和物美，平台不标注牛肉粒里有猪肉,"针对反映的问题，丰台区市场监督管理局方庄所执法人员于2022年9月24日09点40分电话联系来电人,告知受理并核实情况。经执法人员核实，该商品上无“清真”标识，商家提供了质检报告。外卖平台上配料表图片标识清晰，不存在食品安全的问题。饿了么总部位于北京市朝阳区望京广顺南大街16号院2号楼31层；物美总公司位于北京市石景山区实兴大街30号院3号楼8层8039房间。执法人员于2022年9月24日11点59分；2022年9月24日15点59分；2022年9月28日11点05分；2022年9月28日13点52分多次联系来电人，电话均未接通，无法告知办理结果，来电人如需进一步反馈问题，了解办理进展，请联系办公电话67666581。",市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,商品类+食品,商品类,食品,,食品安全类,食品掺杂掺假、异物、变质,方庄所,北京物美大卖场商业管理有限公司玉蜓桥店,投诉
诉求,微信服务号,2022-08-19 11:18:50,外卖变质拒绝依法赔付#微信服务号#,工单来源：微信服务号，此工单内容为网民原文。============================= 美团外卖食品变质，拒绝依法赔付--------------------------------------------------工单流转：【海淀区】经执法部门针对投诉情况对美团开展检查，确认美团已审核该商户的相关执照和许可（北京食忆客餐饮管理有限公司 北京市丰台区丰科路6号院4号楼2层3-218 91110106MA7MKE1Q68），美团平台已履行相关审核义务。现有证据不能证明美团平台存在违法行为，因我局管辖异地经营主体存在困难，无法核实具体情况，依据《市场监督管理行政处罚程序规定》第十条第二款的规定，应当由商家所在地北京市丰台区相关部门管辖。,"您好，关于您反映问题的办理情况，丰台区市场监督管理局园区所回复如下：经现场检查，未发现外卖变质问题，证据不足，不予立案。经我所执法人员与美团外卖平台沟通，美团外卖平台已为您退款并赔付200元食安险。您反映的诉求已经解决。针对此诉求，您如果还有其他问题，可电话联系丰台区市场监督管理局园区所(联系电话63701940)，我们将依法努力为您解决问题，我所执法人员已于2022年8月22日16:01联系您告知办理情况，感谢您对我们工作的理解与支持。
",市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,餐饮服务类+餐馆、饭店、酒店、食堂等,餐饮服务类,餐馆、饭店、酒店、食堂等,,食品安全类,食品掺杂掺假、异物、变质,科技园区所,北京食忆客餐饮管理有限公司,举报+投诉
诉求,12345,2023-10-29 16:11:01,协调机构退费问题,市民反映，自己在电视上使用奇异果的播放器，自动扣费了348元钱，希望联系平台申请退费公司名称：银河互联网电视有限公司，公司地址：丰台区南四环西路188号18区7号楼8层，手机号：18666120023，来电反映协调机构退费问题,针对来电人反映的问题，丰台区市场监督管理局科技园区所执法人员于2023-10-2916:27联系来电人，告知我局已受理。经调解，被诉方同意为来电人退费348元，双方和解。我所执法人员于2023-10-3114:09致电来电人，来电人已知悉。,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,商务服务类+互联网+互联网服务,商务服务类,互联网,互联网服务,其他市场管理类,售后服务,科技园区所,银河互联网电视有限公司,投诉
诉求,12345,2023-10-23 12:04:28,协调商家赔偿问题,市民反映，投诉丰台区龙湖北街丽泽天街派悦坊，市民称自己是骑手，自己在这里接的食品，到了之后顾客说食品坏了，商家要求自己全额赔付，市民对此不认可，认为是食品问题，希望相关部门帮助处理，来电反映协调商家赔偿问题。,针对反映问题，丽泽市场所执法人员于2023年10月23日15：06联系来电人，核实其诉求。经执法人员核实该投诉人为外卖骑手，并非顾客自己投诉，且无法提供顾客信息。依据《市场监督管理投诉投诉处理暂行办法》第十五条第五项，我局不予受理。针对来电人反映食品安全问题，我局执法人员前往现场，现场并未发现来电人所述情况，不予立案。执法人员已于2023年10月27日15:42拨打来电人电话告知相关情况，来电人已知悉。,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,餐饮服务类+餐馆、饭店、酒店、食堂等,餐饮服务类,餐馆、饭店、酒店、食堂等,,食品安全类,经营条件不符合要求、使用不合格原料,丽泽所,悦琥烘焙食品（北京）有限公司丰台分公司,投诉
诉求,12345,2022-12-23 14:04:14,投诉商家少发货问题,市民反映，自己在淘宝上面买了50只N95口罩，到货就给发了25只口罩，很多人都是收到货少发的问题，希望有关部门处理，商家名称：仁和药房网（北京）医药科技有限公司，商家注册地址：丰台区富丰路2号2-22幢16层1915室，订单号：1764624543597189492，来电反映投诉商家少发货问题。注：请及时向来电人反馈办理情况。,接到投诉后，北宫镇市场监督管理所执法人员立即与投诉人取得联系，告知其接到投诉单及开始进行调查事宜。2022年12月28日，执法人员对双方进行调解，商家目前已退款，投诉人无异议。我所已于2022年12月28日电话回复投诉人，投诉人对处理结果无异议。本投诉已办结，特此报告。,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,商品类+口罩等防护用具,商品类,口罩等防护用具,,合同纠纷（消费）类,违反合同约定、不履行合同,北宫镇所,仁和药房网（北京）医药科技有限公司,投诉
诉求,12315,2022-05-10 17:18:51,希望协调赔偿的问题“12315热线来电”,市民反映，信息港（北京）科技有限公司，地址在丰台区四合庄路6号院1号楼4层11、12-1单元，法人是贺昆，4月28号通过天猫购买的小米手机，单号不详，下单手机号是13227875146，金额是2799元钱，市民在学校上学可能无法签收快递，随后申请了退费，申请后又取消了，联系客服要求正常发货，市民还未收到货，发现订单被签收了，联系快递员，对方告知快递退回到发货地了，现在市民也收到钱了，但针对此事市民要求赔偿，来电希望协调赔偿的问题。注：请及时向来电人反馈办理情况。,"针对来电人反映的问题，丰台区市场监督管理局科技园区市场所执法人员于2022-5-11 9:34联系来电人13227875146，核实具体情况。经调解，被诉方已为来电人解释清楚情况并补偿200元，双方协商达成一致意见，我所执法人员于2022-5-13  15:16再次致电来电人13227875146，来电人对我所工作表示满意。
",市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,商品类+手机及配件等通讯器材,商品类,手机及配件等通讯器材,,其他市场管理类,售后服务,科技园区所,信息港（北京）科技有限公司,投诉
诉求,12315,2023-05-09 11:04:53,协调商家退款“12315热线来电”,市民反映，自己是银河奇异果购买了VIP的观看权限，公司名称：银河互联网电视有限公司，公司注册地址：丰台区南四环西路188号十八区7号楼8层，市民称购买完之后就不能使用，市民称自己是使用18504499859购买的，来电反映协调商家退款问题。注：请及时向来电人反馈办理情况。,针对来电人反映的问题，丰台区市场监督管理局科技园区所执法人员于2023-05-0914:35联系来电人18504499859，告知我局已受理。经调解，被诉方同意为来电人退费154.23元，双方和解。我所执法人员于2023-05-1011:03致电来电人18504499859，来电人已知悉。,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,文化娱乐服务+休闲娱乐,文化娱乐服务,休闲娱乐,,网络交易类,刷单炒信、大数据杀熟、强制搭售,科技园区所,银河互联网电视有限公司,投诉
诉求,微信服务号,2023-07-22 14:05:10,花露水涉嫌虚假宣传问题#微信服务号#,工单来源：微信服务号，此工单内容为网民留言时填写的标题及原文。 ============================= 留言标题：虚假宣传留言原文：本人于2023年7月19日在美团平台1+精品超市（万丰路店）实际支付21.08元，购买到1瓶六神经典款花露水95ml/瓶，收到货发现该产品宣传了驱蚊功效，故违反相关法律规定，望贵局依法行政。1查处商违法行为2依法赔偿请办理单位注意：来电市民为残障人士，助残辅助类型：肢体残疾，请在办理过程中注意分寸和尺度,您好，关于您反映问题的办理情况，丰台区市场监督管理局六里桥市场所回复如下:针对来电人反映问题，北京市丰台区场监督管理局六里桥市场所执法人员于2023年7月22日16时50分与举报人联系告知其受理并要求其提供证据材料，执法人员于2023年7月23日到现场进行检查，现场检查时该店出示了《营业执照》、《食品经营许可证》，现场未发现违法现象，待举报人提供证据材料。双方仍在调解中，2023年7月27日15时37分执法人员与举报人联系，告知举报人正在调查中，举报人表示已知悉。,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,商品类+日用百货,商品类,日用百货,,广告类,虚假宣传,六里桥所,1+精品,举报+投诉
诉求,12315,2022-04-23 18:34:55,协调退费“12315热线来电”,市民反映，之前在丰台区新村街道三环新城7号院逸丝风尚护肤造型交费办理会员卡，会员卡号：13717807142，目前卡内余额1300多元，市民表示现在自己搬家了想退卡退费，联系商家解决无果，来电希望有关部门尽快处理协调退费问题。注：请及时向来电人反馈办理情况。,"针对反映问题，新村市场所执法人员于2022年4月24日13:41分联系消费者，核实其诉求。经新村所执法人员于2022年4月24日组织调解，该商家同意退费给消费者，双方协商达成一致。执法人员已于2022年4月25日11:20与消费者电话核实情况，消费者表示认可。
",市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,居民服务类+美容美发,居民服务类,美容美发,,预付费卡消费,预付费卡退费,新村所,北京逸丝风尚鑫城美容美发有限公司,投诉
诉求,12315,2023-01-30 17:25:04,无法兑票问题“12315热线来电”,市民反映，在微信公众号卡里旅行订了3张环球影城的票，金额：1197元，订单号：700589639，700594626，700583754，地址：丰台区智慧广场4100-45，有效前2023年3月底，现在兑换不了票了，市民反映后丰台区告知市民这个公司地址在房山区，然后转到了房山区，房山区文化旅游局告知联系商家，商家拒绝退款，告知钱交到了环球，无法退款，现在处理不了，因为商家注册在房山，经营地在丰台，要市民走法律程序，市民不认可，市民认为应该公司去跟环球沟通，市民就是要求兑换门票或者退款，市民要求丰台和房山市场监管局联合执法解决问题，必要时候通州也介入（已解释），来电反映无法兑票问题。注：请及时向来电人反馈办理情况,针对来电人反映的问题，丰台区市场局科技园区所2023-2-211:09执法人员联系来电人15910516665，告知工单已接收。经调解，被诉方同意为来电人重新兑换3张2月11日的新票，双方和解。我所执法人员于2023-1-1110:09联系来电人15910516665，上述情况已告知来电人，来电人已知悉。,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,居民服务类+票务服务,居民服务类,票务服务,,合同纠纷（消费）类,违反合同约定、不履行合同,科技园区所,北京卡里旅行社有限公司,投诉
诉求,12315,2022-09-19 19:49:36,不退一半中介费不合理“12315热线来电”,市民反映，通过天鹅到家找的阿姨，收了自己七千中介费，之后自己把阿姨上班时间改成了半天，然后平台把阿姨的佣金也改了，可自己的中介费就没少交，联系平台反映但他们说如果后面阿姨不干他们还可以再提供，自己目前不需要他们再提供其他的阿姨，认为不合理，市民提供公司注册地址：丰台区留香路88号院23号楼1层101，来电反映不退一半中介费不合理。注：请及时向来电人反馈办理情况。,,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,居民服务类+家政服务,居民服务类,家政服务,,合同纠纷（消费）类,违反合同约定、不履行合同,石榴庄所,,
诉求,12315,2023-07-27 20:31:22,投诉店铺少发商品问题“12315热线来电”,市民反映，在美团丰台区泸溪河（欧尚店）点了买卖，点了5种商品，外卖之后商家说市民买的商品没有了，市民要求更换其他的商品，过了50分钟之后商家说更换的商品没有了，过了10分钟又联系自己，说其他的商品都没有了，市民和店铺沟通的时候店铺把市民的电话给挂了，市民收货的时候发现市民后来到店铺里发现自己购买的商品有货，市民不认可，店铺只有员工邹彤彤（音译）在，其他的领导都不在，市民无法沟通协商，订单号：800651901470883284，市民希望相关部门处罚（音译），来电映投诉店铺少发商品问题。注：请及时向来电人反馈办理情况。,"2023年7月28日丰台区市场监督管理局看丹街道市场所何姓执法人员电话联系投诉人,告知受理。2023年7月28日执法人员电话联系投诉人，经调解,商家已为投诉人致歉。2023年7月28日15:00执法人员联系投诉人，问题已解决，投诉人表示认可，故办结。",市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,餐饮服务类+饮品店、咖啡店、酒吧、甜品店等,餐饮服务类,饮品店、咖啡店、酒吧、甜品店等,,合同纠纷（消费）类,违反合同约定、不履行合同,看丹所,北京欧尚超市有限公司丰台店,投诉
诉求,12315,2023-01-16 14:31:10,协调退费问题,市民反映，收款方在悦淘网络科技有限公司（北京），地址：丰台区郭公庄东街20号院3号楼6层605-Z02，自己买的东西在支付宝上，12月16号在网上买的抗原花了336元，12月底申请了退款，当时承诺可以退款，但是一直不给自己退款，单号：58801238508382588928，此次来电反映同一问题，问题未解决，并补充，客服现在已经将运费退还，但商品金额还未退还，已于商家协商好，市民称此问题仍未解决，目前商家只退了一半费用，联系商家每次都是推脱，希望相关部门帮助解决，来电反映协调退费问题。注：请及时向来电人反馈办理情况。,市民反映，悦淘网络科技有限公司（北京），地址：丰台区郭公庄东街20号院3号楼6层605-Z02，自己买的东西在支付宝上，来电反映协调退款问题。经执法人员联系被诉方，协调解决此事，该商家与投诉人协商一致，该商家已退费，2023年1月20日10时33分，丰台市场监管局花乡所执法人员电话联系投诉人，告知处理结果，投诉人表示知悉。,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,商品类+药品,商品类,药品,,合同纠纷（消费）类,违反合同约定、不履行合同,花乡所,悦淘网络科技有限公司（北京）,投诉
诉求,12345,2023-02-24 16:52:32,协调退费问题,市民反映，自己今天在北京中大网校官网购买课程，但是发现跟自己老婆买重了，想退费，但是不给退，花费了3468元钱，企业名称：中大英才（北京）网络教育科技有限公司，地址：丰台区科技园2号楼18层B座1802，订单号：202302241400404987496，来电希望解决协调退费问题。注：请及时向来电人反馈办理情况。,"2023年2月27日14:00丰台区市场监督管理局看丹街道市场所执法人员电话联系投诉人,告知受理。2023年3月1日执法人员电话联系投诉人，经调解，双方已达成一致。2023年3月1日9:40执法人员电话联系投诉人，投诉人表示认可，问题已解决，故办结。",市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,教育培训类+职业技术培训,教育培训类,职业技术培训,,教辅培训机构类,教育培训退费,看丹所,北京市中大英才职业技能培训丰台学校有限责任公司,投诉
诉求,12345,2022-09-25 08:10:25,虚假宣传,市民反映，自己在同豫堂生物科技有限公司购买了蛋白营养粉，商家宣传是保健认证食品，但自己收的到不是保健认证食品。地址丰台区看丹街道四环到五环之间星火路1号，电话13520161188，来电反映虚假宣传问题。注：请尽快向来电人反馈办理情况。,2022年9月28日10：40丰台区市场监督管理局看丹街道市场所执法人员电话联系举报人，告知受理。执法人员于2022年9月30日执法人员现场检查，当事人出示了营业执照和相关资质，现场检查未发现违法行为，不予立案。2022年9月30日执法人员回复举报人，举报人表示认可。,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,商品类+保健食品,商品类,保健食品,,广告类,虚假宣传,看丹所,北京同豫堂生物科技有限公司,举报
诉求,12315,2022-01-15 09:51:32,“12315热线来电”,市民反映，自己在天猫北京建岚伟业商贸有限公司（注册地：丰台区花乡高丽庄616号新华国际中心C座4层419）购买汽车电瓶，卖家给市民匹配错型号了，现在自己的车有问题了，市民准备去4S店检测，但是商家不给市民赔偿，订单号：1466448818091921994。来电反映协调赔偿的问题注：请及时向反映人反馈办理情况。,"2022年1月15日16时20分，丰台市场监管局花乡所执法人员联系投诉人15864191919了解工单具体情况，经执法人员联系被诉方，协调解决此事，被诉方与投诉人协商一致，2022年1月20日16时12分，丰台市场监管局花乡所执法人员电话联系投诉人，告知处理结果，投诉人表示满意。
",市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,商品类+汽车、二手车及配件,商品类,汽车、二手车及配件,,其他市场管理类,售后服务,花乡所,北京建岚伟业商贸有限公司,投诉
诉求,12315,2023-05-05 11:28:47,协调退费“12315热线来电”,市民反映，自己5月1日在悦淘app充值了100元话费，注册地：丰台区郭公庄中街20号院3号楼6层605-Z02，平台显示最慢72小时内到账，到现在也没有到账，也无法退款，联系不到客服，充值手机号：18531608220，来电反映协调退费的问题。注：请及时向来电人反馈办理情况。,市民反映，自己5月1日在悦淘app充值了100元话费，注册地：丰台区郭公庄中街20号院3号楼6层605-Z02，平台显示最慢72小时内到账，来电反映充话费慢协调退费问题。经执法人员联系被诉方，协调解决此事，被诉方与投诉人私下协商，终止调解，2023年5月10日16时31分，丰台市场监管局执法人员电话联系投诉人，告知处理结果，投诉人表示知悉。,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,商务服务类+电信服务类+电话服务,商务服务类,电信服务类,电话服务,预付费卡消费,预付费卡退费,花乡所,悦淘app,投诉
诉求,12345,2023-02-06 18:25:06,协调退款问题,市民反映，自己是爱奇艺会员，爱奇艺在没有通知市民情况下自动扣费35元，账号：18209257394，来电反映协调退款问题。注：请及时向来电人反馈办理情况。,针对来电人反映的问题，丰台区市场监督管理局科技园区所执法人员于2023-02-0710:36联系来电人18209257394，告知工单已接收。经调解，被诉方同意为来电人退费35元，双方和解。我所执法人员于2023-02-0710:44致电来电人18209257394，来电人已知悉。,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,商务服务类+互联网+互联网服务,商务服务类,互联网,互联网服务,网络交易类,刷单炒信、大数据杀熟、强制搭售,科技园区所,银河互联网电视有限公司,投诉
诉求,12345,2022-06-18 16:21:13,协调退货退款问题,"市民反映，自己原先在苏宁易购买了一个净水器，然后用了几年了想换一个，之后打了电话在微信给钱了，然后新的净水器用了两三天这个水质就不行，然后也有人上门维修，是怡口的牌子的净水器，然后他检测说没问题，工单号：0000625616，5980元，现在想要退货退款，自己净水器是在6月2号买的，6月7号拆走的，然后只用了3天。检测说没问题就不给退了，售后电话，83450255，希望相关部门尽快核实解决，来电反映协调退货退款问题。工单流转，退回：区市场监督管理局:经与市民沟通:市民实际想投诉:怡口净水器的售后服务商,经核实:商家名称为北京奋朗商贸有限公司,注册地址:北京市丰台区丰葆路23号二层201-09 ,市民实际是在怡口净水器的售后购买的产品,非通州区苏宁购买,申请退至丰台区处理。","2022年6月20日14:10丰台区市场监督管理局看丹街道市场所执法人员电话联系投诉人,告知受理。2022年6月20日执法人员电话联系投诉人，经调解，商家已为投诉人退货。2022年6月23日执法人员联系投诉人，告知处理结果，投诉人表示满意，故办结。
",市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,商品类+家用电器,商品类,家用电器,,其他市场管理类,售后服务,看丹所,北京奋朗商贸有限公司,投诉
诉求,12315,2023-05-10 13:21:33,店铺赔偿“12315热线来电”,市民反映，市民在饿了么点的外卖，市民吃出了石头，市民联系店铺，店铺说石头是市民放的，店铺地址：丰台区芳古园一区18号楼东侧1-2层，订单号：8014240110558334407，市民要求按照食品法不满1000元赔偿1000元，来电反映店铺赔偿。注：请及时向来电人反馈办理情况。,针对反映的问题，丰台区市场监督管理局方庄市场所执法人员于2023年5月10日15点40分电话联系来电人，告知受理并核实情况。经核实，来电人诉求为赔偿，经执法人员电话调解，投诉人一直未上传证据材料，待上传证据后期跟进处理。执法人员于2023年5月12日09点40分于电话告知来电人结果，双方暂未达成一致协议，消费者对结果表示知悉。根据《市场监督管理投诉举报处理暂行办法》第二十一条第（四）项的规定，故我局作出终止调解的决定。,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,餐饮服务类+餐馆、饭店、酒店、食堂等,餐饮服务类,餐馆、饭店、酒店、食堂等,,食品安全类,食品掺杂掺假、异物、变质,方庄所,北京巨蟹先生餐饮有限公司,投诉
诉求,12315,2023-06-12 09:15:38,协调退费,市民反映，5月22号自己给丰台区草集路北京航飞汽配配件商行，打了3000元。迟迟不发货，要求退钱。来电反映协调退费。注：请及时与来电人反馈办理情况。,2023年06月12日9时40分，丰台区市场监督管理局玉泉营市场所执法人员联系来电人了解情况，来电人反映5月22日在网上浏览购买汽车配件，大数据推送了电话号码18339101174，自己添加该号码微信转账给个人3000元，无法提供发票及收据。但是后期无法取得联系，想要申请退费的问题。经执法人员针对草桥汽配城进行核查，未发现北京航飞汽配配件商行在此地址经营，执法人员根据来电人提供的电话号码进行了联系，对方号码显示关机状态。依据国家市场监督管理总局令第20号《市场监督管理投诉举报处理暂行办法》第二十一条的规定，“有下列情形之一的，终止调解：（三）投诉人或者被投诉人无正当理由不参加调解，或者被投诉人明确拒绝调解的；初步判定为诈骗行为，2023年6月15日14时50分，丰台区市场监督管理局玉泉营市场所执法人员联系来电人告知情况，建议尽快报警处理，来电人表示知悉已报警。,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,商品类+汽车、二手车及配件,商品类,汽车、二手车及配件,,其他市场管理类,商品发货慢,玉泉营所,北京航飞汽配配件商行,投诉
诉求,12315,2022-02-28 14:56:22,协调退一赔三问题“12315热线来电”,"市民反映，自己北京富玛特生物科技有限公司（丰台区花乡高立庄616号金华国际中心B座4层428）买的冻干粉，订单号：1498852527907015567，宣传调理肠胃，就是普通的食品，没有相关功能，要求退一赔三不足500赔500，,来电反映协调退一赔三问题。注：请及时向来电人反馈办理情况。","2022年3月1日17时20分，丰台市场监管局花乡所执法人员联系投诉人13683552635了解工单具体情况，经我所执法人员现场对被诉单位进行检查，该商家提供资质齐全，执法人员未发现违法行为。2022年3月4日16时10分，丰台市场监管局花乡所执法人员电话联系投诉人，告知处理结果，投诉人表示知悉。
",市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,商品类+食品,商品类,食品,,广告类,虚假宣传,花乡所,北京富玛特生物科技有限公司,投诉
诉求,12315,2023-06-02 22:48:13,协调酒店退款问题“12315热线来电”,市民反映，丰台区如家酒店草桥东路店，自己在智行订的酒店，自己不想住了，但店里不给退，订单号：24566609602，希望相关部门帮助解决，来电反映协调酒店退款问题。注：请及时向来电人反馈办理情况。,2023年6月3日11:50，马家堡市场所执法人员电话联系投诉人，告知该投诉已经受理。2023年6月4日，马家堡市场所执法人员前往被投诉地址检查，现场联系负责人，负责人表示将要和投诉人协调处理。2023年6月6日9:30，马家堡市场所执法人员电话联系投诉人，投诉人表示已经和该商家协调处理，对我所工作表示满意。,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,居民服务类+旅馆服务类+一般旅店,居民服务类,旅馆服务类,一般旅店,合同纠纷（消费）类,违反合同约定、不履行合同,马家堡所,如家联盟酒店,投诉
诉求,12345,2023-07-01 15:56:45,协调退费问题,1、购买渠道：趣满满2、是否进行过消费纠纷调解：否3、平台或企业注册地址：北京市丰台区射击场路15号2层2038的北京易夜信息技术有限公司4、消费内容：购买三张电影票5、订单号：（账号13466392926）6、其具体诉求内容：自己在7月1日下午2点25分花费127.5元购买三张电影票观看地点大兴区黄村东大街38号院大悦春风里金逸影城，由于买重了，想退，但是一直联系不上客服，来电反映协调退费问题。注：请及时向来电人反馈办理情况。,接到热线-230701-026969诉求件后，北宫镇市场所执法人员于7月1日17时5分联系市民核实了解情况。市民反映问题为趣满满APP购票无法退票。执法人员针对诉求人反映的问题电话联系了北京易越信息技术有限公司负责人，以为市民办理退票，票款已到账。2023年7月4日10时06分，执法人员向来电市民反馈办理结果，市民对办理情况表示已知悉，感谢市民的支持与理解，我们将继续做好各项工作。,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,居民服务类+票务服务,居民服务类,票务服务,,其他市场管理类,售后服务,北宫镇所,北京易越信息技术有限公司,投诉
诉求,12315,2022-07-09 14:31:25,不全额承担运费问题“12315热线来电”,市民反映，自己通过天猫平台购买隐形眼镜，订单号：2742778623524110355。市民表示商家发错货，需要补发，产生12元运费，商家只答应出8元，自己认为不合理，是那边的问题导致的，店铺地址在丰台区富丰路2号2-22栋16层1905室，来电反映不全额承担运费问题。注：请及时向反映人反馈办理情况。,"针对来电人反映的问题，丰台区市场局科技园区所2022-7-9 15:05执法人员联系来电人18645436561，告知工单已接收。经调解，被诉方同意为来电人退费12元，并更换商品重新发货，货品邮寄中，我所将继续跟进情况。我所执法人员于2022-7-10 16:21联系来电人18645436561，上述情况已告知来电人，来电人已知悉。
",市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,商品类+日用百货,商品类,日用百货,,其他市场管理类,售后服务,科技园区所,仁和药房网（北京）医药科技有限公司,投诉
